chulNo,hrSex,hrAge,hrWeight,hrWeightVariation,rcType,rcClass,rcDist,rcHrUnit,chaksunT,chaksunY,chaksun_6m,hrOrd1CntT,hrOrd1CntY,hrOrd2CntT,hrOrd2CntY,hrRcCntT,hrRcCntY,hrWgBudam,track,weather,meanTemperature ,minimumTemperature,miTime,maximumTemperature ,maxTime,dailyPrecipitation,maxWindspeed,meanWindspeed,maxWindspeedDirection,jkAge,jkWgOther,jkWgPart,jkRcCntT,jkOrd1CntT,jkOrd2CntT,jkRcCntY,jkOrd1CntY,jkOrd2CntY,trAge,trRcCntT,trOrd1CntT,trOrd2CntT,trRcCntY,trOrd1CntY,trOrd2CntY,rcResult
4,mare,5,425,-3,general,KG4,1700,12,104600000,61000000,37800000,2,1,3,2,29,12,51,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,43,51,51,5394,401,469,247,24,10,59,"7,338",695,752,267,41,29,fail
5,stallion,5,463,3,general,KG4,1700,12,48650000,7600000,3000000,2,0,0,0,19,9,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,34,51,51,2777,454,368,423,84,64,53,"2,105",219,178,275,31,30,fail
6,stallion,5,487,4,general,KG4,1700,12,87700000,58200000,23400000,1,1,5,2,28,11,53,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,29,52,52,1555,123,116,225,17,22,57,"10,575",810,932,338,23,24,fail
7,stallion,6,501,1,general,KG4,1700,12,106480000,16200000,10800000,1,0,5,0,34,11,54,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,42,53,53,11,1,1,11,1,1,52,"3,846",349,354,184,13,14,fail
8,stallion,5,491,-1,general,KG4,1700,12,122350000,89400000,15600000,3,2,2,2,23,13,51.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,28,49,49,103,3,8,103,3,8,48,"2,180",195,217,435,37,47,pass
9,stallion,5,496,1,general,KG4,1700,12,114900000,91000000,81800000,2,2,2,1,19,11,55.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,30,49,49,920,77,85,366,33,30,42,119,3,11,119,3,11,fail
10,gelding,5,544,1,general,KG4,1700,12,101450000,94200000,52200000,3,3,3,2,16,10,56.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,36,49,49,949,112,86,450,53,48,49,"1,133",69,78,212,8,13,fail
11,gelding,5,535,8,general,KG4,1700,12,126670000,25200000,13800000,3,0,0,0,23,8,57,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,41,53,53,2524,290,291,226,34,34,39,831,45,58,190,11,15,fail
12,gelding,5,482,-9,general,KG4,1700,12,87500000,25350000,0,2,0,3,1,18,9,52.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,23,49,49,463,44,44,314,30,37,50,"3,249",240,277,301,22,28,fail
1,stallion,7,520,5,general,KG3,1700,10,191366000,44250000,40500000,2,0,7,1,39,10,55,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,26,49,49,357,20,25,281,16,24,57,"3,686",280,304,317,24,41,fail
2,mare,7,472,2,general,KG3,1700,10,166282000,23250000,3000000,3,0,4,0,39,10,52.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,34,51,51,676,25,31,93,2,3,51,705,106,77,187,18,16,fail
3,mare,5,496,6,general,KG3,1700,10,123620000,33000000,33000000,3,0,3,1,18,9,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,35,53,53,790,119,110,460,71,77,50,"2,298",219,212,218,19,21,pass
4,mare,6,467,-5,general,KG3,1700,10,162080000,65300000,45000000,3,0,3,2,29,9,54.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,23,49,49,463,44,44,314,30,37,50,"3,249",240,277,301,22,28,fail
5,stallion,6,467,3,general,KG3,1700,10,246480000,21450000,9750000,4,0,4,0,37,9,55.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,23,49,49,697,33,42,273,16,19,55,"4,608",373,397,252,15,12,pass
6,gelding,4,0,0,general,KG3,1700,10,84350000,84350000,71150000,3,3,1,1,12,12,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,43,51,51,5394,401,469,247,24,10,59,"7,338",695,752,267,41,29,fail
7,gelding,6,456,5,general,KG3,1700,10,148700000,3000000,0,3,0,3,0,31,9,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,27,51,51,1109,62,61,135,7,9,55,"3,458",338,290,153,7,11,fail
8,stallion,7,520,7,general,KG3,1700,10,144552000,13300000,3750000,3,0,2,0,29,10,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,37,53,52,3106,210,241,122,4,3,61,"8,920",770,824,287,16,27,fail
9,stallion,5,460,-7,general,KG3,1700,10,140580000,32250000,0,2,0,4,1,27,9,53,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,30,49,49,920,77,85,366,33,30,56,"2,234",230,201,147,13,15,fail
10,stallion,9,485,13,general,KG3,1700,10,299272000,17100000,4500000,6,0,1,0,57,11,57,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,54,52,52,4161,311,308,69,3,4,58,"2,209",144,180,162,8,9,pass
11,stallion,4,486,9,general,KG3,1700,10,137100000,110400000,78000000,3,3,1,1,14,10,51,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,36,49,49,949,112,86,450,53,48,38,"1,027",89,109,291,26,25,fail
1,stallion,6,513,2,general,G1,1800,12,592430000,89100000,4400000,11,1,6,1,28,7,56.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,23,49,49,463,44,44,314,30,37,45,708,90,83,262,39,40,fail
2,gelding,8,477,5,general,G1,1800,12,920944000,116600000,56100000,11,1,8,2,49,10,51,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,26,49,49,357,20,25,281,16,24,57,"3,686",280,304,317,24,41,pass
3,gelding,6,515,-5,general,G1,1800,12,253170000,64300000,11000000,3,0,3,0,25,8,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,33,52,52,3057,272,269,296,31,21,53,"2,105",219,178,275,31,30,pass
4,gelding,5,488,-1,general,G1,1800,12,284400000,245550000,172900000,6,4,3,3,15,10,51.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,43,51,51,5394,401,469,247,24,10,59,"7,338",695,752,267,41,29,pass
5,stallion,5,516,-6,general,G1,1800,12,249550000,162050000,81200000,3,2,5,2,18,7,51.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,36,49,49,949,112,86,450,53,48,57,"7,707",722,728,238,32,25,fail
6,gelding,5,472,9,general,G1,1800,12,308700000,144900000,63000000,5,1,6,3,23,8,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,28,52,53,2031,172,187,171,19,14,56,"6,214",745,699,359,30,35,fail
7,mare,6,492,5,general,G1,1800,12,817520000,323000000,0,8,2,5,1,21,5,58.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,34,51,51,2777,454,368,423,84,64,48,"2,180",195,217,435,37,47,fail
8,mare,6,505,-5,general,G1,1800,12,464530000,178600000,0,5,1,6,2,30,8,53,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,28,51,51,2781,210,221,434,39,44,55,"4,608",373,397,252,15,12,fail
9,gelding,6,490,1,general,G1,1800,12,729910000,237500000,123200000,9,2,5,1,36,8,56.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,29,52,52,1669,102,133,240,17,15,61,"10,048",906,969,327,35,29,fail
10,stallion,4,505,-3,general,G1,1800,12,265800000,241800000,155400000,6,6,3,1,13,9,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,35,53,53,790,119,110,460,71,77,54,"3,478",303,311,176,33,20,fail
11,gelding,6,461,-8,general,G1,1800,12,465680000,188300000,146300000,4,1,5,2,40,13,56,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,31,52,52,2927,226,224,423,34,37,54,"1,752",147,146,202,22,16,fail
12,gelding,7,518,-4,general,G1,1800,12,184763000,35900000,0,2,0,3,1,31,8,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,30,49,49,920,77,85,366,33,30,61,"8,825",897,897,225,21,23,fail
1,stallion,4,488,-16,general,G2,1200,12,125000000,77250000,31500000,2,1,2,2,14,9,51.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,28,51,51,2781,210,221,434,39,44,50,"2,890",235,248,251,21,29,fail
2,stallion,5,482,-6,general,G2,1200,12,211800000,47550000,23100000,3,0,6,1,22,9,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,42,51,51,3197,256,269,69,2,3,48,"4,286",278,365,161,8,16,pass
3,gelding,5,506,-5,general,G2,1200,12,179740000,18900000,0,4,0,3,1,15,3,53.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,23,49,49,463,44,44,314,30,37,54,"3,478",303,311,176,33,20,fail
4,gelding,5,470,4,general,G2,1200,12,235930000,101500000,12600000,6,1,2,2,14,7,57,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,35,53,53,790,119,110,460,71,77,58,88,15,13,88,15,13,pass
5,gelding,6,522,5,general,G2,1200,12,281530000,67500000,63000000,4,1,6,0,30,8,55,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,43,51,51,5394,401,469,247,24,10,48,"4,286",278,365,161,8,16,fail
6,mare,4,486,-9,general,G2,1200,12,198000000,198000000,78000000,4,4,0,0,12,9,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,33,52,52,3057,272,269,296,31,21,50,591,77,44,214,36,18,fail
7,gelding,5,504,-5,general,G2,1200,12,215500000,201750000,120750000,6,5,2,2,11,10,52,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,41,53,53,2524,290,291,226,34,34,51,"3,278",305,343,309,37,27,fail
8,gelding,5,496,5,general,G2,1200,12,185400000,98250000,52050000,4,1,4,2,16,7,53,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,31,52,52,2927,226,224,423,34,37,45,708,90,83,262,39,40,pass
9,mare,4,490,17,general,G2,1200,12,209100000,149800000,0,4,3,2,1,12,7,54.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,42,53,53,11,1,1,11,1,1,61,"8,825",897,897,225,21,23,fail
10,stallion,5,475,0,general,G2,1200,12,114300000,18900000,0,2,0,3,1,9,2,55.5,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,30,49,49,920,77,85,366,33,30,55,"4,608",373,397,252,15,12,fail
11,mare,5,440,-2,general,G2,1200,12,216600000,89100000,85500000,4,1,2,1,13,7,54,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,34,51,51,2777,454,368,423,84,64,56,"7,435",600,658,199,17,18,fail
12,mare,4,492,1,general,G2,1200,12,153500000,131100000,54600000,1,1,5,4,14,11,51,good,fine,6.2,0.2,439,11.7,1323,0,6.3,1.5,348.8,36,49,49,949,112,86,450,53,48,59,"3,922",272,333,245,17,26,fail
1,stallion,3,468,-6,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,52,53,2044,172,188,177,17,14,56,"6,227",745,700,368,29,34,pass
2,mare,3,437,3,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,54,52,52,4168,311,309,74,3,5,53,"2,479",226,188,235,25,11,fail
3,gelding,3,487,17,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,pass
4,gelding,3,428,-11,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,53,5663,702,657,234,40,31,47,"1,324",172,141,262,37,40,fail
5,gelding,3,478,-9,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,54,"3,482",304,311,174,33,19,pass
6,stallion,3,474,-9,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,41,53,53,2532,293,291,227,36,32,53,"3,393",348,330,210,20,20,fail
7,stallion,3,445,5,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,52,3112,210,241,126,4,3,51,"3,285",308,345,309,39,28,fail
8,gelding,3,438,11,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,54,"1,756",147,147,202,21,17,fail
9,stallion,3,478,-1,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,56,"7,438",601,658,202,18,18,fail
10,mare,3,428,-2,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,57,"3,697",281,305,323,25,42,fail
11,mare,3,463,-3,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,42,53,53,21,2,3,21,2,3,45,716,92,84,261,40,38,fail
12,mare,3,454,-4,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,27,51,52,1232,71,79,142,6,6,50,"3,252",240,277,302,22,28,fail
1,stallion,3,488,-16,general,KG6,1200,12,0,0,0,0,0,0,0,0,0,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,39,52,52,2181,82,126,34,4,2,47,"1,324",172,141,262,37,40,fail
2,gelding,3,463,16,general,KG6,1200,12,0,0,0,0,0,0,0,1,1,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,54,"1,756",147,147,202,21,17,fail
3,gelding,3,469,-4,general,KG6,1200,12,0,0,0,0,0,0,0,1,1,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,53,"3,393",348,330,210,20,20,fail
4,mare,3,444,-5,general,KG6,1200,12,0,0,0,0,0,0,0,2,2,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,29,52,52,1562,124,117,232,18,23,52,689,45,59,158,9,22,fail
5,stallion,3,483,17,general,KG6,1200,12,2400000,2400000,2400000,0,0,0,0,1,1,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,33,52,52,3065,274,270,295,33,22,50,"2,307",221,212,227,21,21,pass
6,stallion,3,462,14,general,KG6,1200,12,0,0,0,0,0,0,0,1,1,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,52,3112,210,241,126,4,3,61,"8,923",770,824,282,16,27,fail
7,stallion,3,511,8,general,KG6,1200,12,2400000,2400000,2400000,0,0,0,0,2,2,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,56,"6,227",745,700,368,29,34,pass
8,mare,3,489,-6,general,KG6,1200,12,0,0,0,0,0,0,0,0,0,50,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,pass
9,mare,3,480,1,general,KG6,1200,12,2400000,2400000,2400000,0,0,0,0,1,1,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,51,51,2790,210,222,437,39,45,36,"1,328",196,112,294,32,21,fail
10,mare,3,447,1,general,KG6,1200,12,1600000,1600000,1600000,0,0,0,0,1,1,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,53,53,2324,140,159,48,4,4,40,660,49,42,165,15,6,fail
11,stallion,3,472,-3,general,KG6,1200,12,0,0,0,0,0,0,0,1,1,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,33,51,51,1372,50,62,56,0,1,57,"10,586",812,932,341,22,24,fail
12,mare,3,436,-12,general,KG6,1200,12,0,0,0,0,0,0,0,1,1,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,53,"2,479",226,188,235,25,11,fail
1,mare,3,472,-2,general,KG6,1300,12,0,0,0,0,0,0,0,2,2,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,26,49,49,364,21,27,281,17,26,57,"10,586",812,932,341,22,24,fail
2,gelding,3,468,7,general,KG6,1300,12,10800000,10800000,10800000,0,0,0,0,2,2,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,43,51,51,5401,401,470,247,23,11,50,"4,102",306,321,164,11,16,fail
3,stallion,3,475,-3,general,KG6,1300,12,2400000,2400000,2400000,0,0,0,0,3,3,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,50,"2,307",221,212,227,21,21,pass
4,mare,3,460,-3,general,KG6,1300,12,1600000,1600000,1600000,0,0,0,0,2,2,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,38,52,52,3068,115,144,103,3,9,53,"1,208",126,110,209,24,23,fail
5,stallion,3,471,-5,general,KG6,1300,12,0,0,0,0,0,0,0,3,3,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,54,52,52,4168,311,309,74,3,5,58,"2,215",144,180,166,8,9,fail
6,gelding,3,479,-1,general,KG6,1300,12,2000000,2000000,2000000,0,0,0,0,2,2,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,52,53,2044,172,188,177,17,14,56,"6,227",745,700,368,29,34,fail
7,stallion,3,482,-12,general,KG6,1300,12,2400000,2400000,2400000,0,0,0,0,2,2,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,53,53,2559,188,225,157,17,22,41,"1,146",94,95,338,20,26,fail
8,stallion,3,475,-1,general,KG6,1300,12,19200000,19200000,19200000,0,0,1,1,3,3,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,51,51,2790,210,222,437,39,45,36,"1,328",196,112,294,32,21,pass
9,mare,3,447,-6,general,KG6,1300,12,12600000,12600000,12600000,0,0,1,1,4,4,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,42,122,3,11,122,3,11,fail
10,gelding,3,498,6,general,KG6,1300,12,3800000,3800000,3800000,0,0,0,0,4,4,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,31,52,52,1332,100,84,114,4,7,55,"3,946",339,362,271,17,22,pass
11,gelding,3,495,-16,general,KG6,1300,12,1600000,1600000,1600000,0,0,0,0,3,3,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,51,"3,285",308,345,309,39,28,fail
12,mare,3,439,-5,general,KG6,1300,12,800000,800000,800000,0,0,0,0,2,2,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,38,54,54,1614,110,145,70,7,6,49,"1,139",69,78,215,8,13,fail
1,mare,3,436,1,general,KG6,1300,12,7600000,7600000,7600000,0,0,0,0,6,6,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,53,53,2324,140,159,48,4,4,40,660,49,42,165,15,6,pass
2,mare,4,424,-11,general,KG6,1300,12,9400000,9400000,1000000,0,0,0,0,8,8,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,42,53,53,21,2,3,21,2,3,53,"1,208",126,110,209,24,23,fail
3,gelding,4,416,-4,general,KG6,1300,12,2400000,2400000,2400000,0,0,0,0,7,7,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,52,3112,210,241,126,4,3,55,"3,466",338,290,158,7,10,fail
4,mare,4,458,-2,general,KG6,1300,12,8600000,8600000,8600000,0,0,1,1,11,10,55.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,57,"3,697",281,305,323,25,42,fail
5,mare,3,490,6,general,KG6,1300,12,4800000,4800000,4800000,0,0,0,0,6,6,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,57,"10,586",812,932,341,22,24,fail
6,stallion,4,494,6,general,KG6,1300,12,5000000,5000000,4200000,0,0,1,1,11,8,57.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,50,50,1028,51,46,101,6,4,62,"8,259",735,840,186,14,13,pass
7,mare,4,438,6,general,KG6,1300,12,12000000,9600000,5200000,0,0,0,0,12,7,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,26,49,49,364,21,27,281,17,26,61,"8,923",770,824,282,16,27,pass
8,mare,4,430,-3,general,KG6,1300,12,800000,800000,800000,0,0,0,0,11,11,50,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,fail
9,gelding,4,481,1,general,KG6,1300,12,2800000,2800000,1800000,0,0,0,0,11,9,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,52,53,2044,172,188,177,17,14,53,"1,328",103,108,171,12,7,fail
10,mare,3,465,0,general,KG6,1300,12,2000000,2000000,2000000,0,0,0,0,6,6,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,38,52,52,3068,115,144,103,3,9,42,122,3,11,122,3,11,fail
11,stallion,4,465,-1,general,KG6,1300,12,9000000,9000000,7000000,0,0,1,1,8,7,57.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,54,"1,756",147,147,202,21,17,fail
12,mare,4,422,-8,general,KG6,1300,12,1800000,1800000,1800000,0,0,0,0,5,5,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,51,712,106,78,187,16,17,fail
1,mare,3,394,-5,general,KG5,1200,12,47800000,47800000,47800000,1,1,1,1,3,3,52.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,41,53,53,2532,293,291,227,36,32,53,"1,102",109,125,182,21,23,pass
2,gelding,3,494,6,general,KG5,1200,12,33600000,33600000,33600000,1,1,0,0,3,3,51,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,fail
3,stallion,3,559,1,general,KG5,1200,12,33600000,33600000,33600000,1,1,0,0,1,1,55.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,33,52,52,3065,274,270,295,33,22,56,"5,294",394,433,174,15,12,pass
4,stallion,4,474,6,general,KG5,1200,12,16800000,16800000,16800000,1,1,0,0,11,9,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,43,51,51,5401,401,470,247,23,11,50,"2,307",221,212,227,21,21,fail
5,mare,4,463,-3,general,KG5,1200,12,26800000,25200000,23200000,0,0,0,0,8,7,52.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,42,53,53,21,2,3,21,2,3,51,"3,285",308,345,309,39,28,pass
6,mare,3,459,-6,general,KG5,1200,12,41600000,41600000,41600000,1,1,0,0,3,3,53.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,51,51,2790,210,222,437,39,45,61,"8,923",770,824,282,16,27,fail
7,mare,5,483,-2,general,KG5,1200,12,85600000,40800000,11600000,2,1,4,1,23,12,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,61,"6,730",538,582,137,12,10,fail
8,gelding,5,498,-2,general,KG5,1200,12,25600000,25600000,10400000,1,1,0,0,15,11,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,42,122,3,11,122,3,11,fail
9,mare,4,426,-2,general,KG5,1200,12,16200000,16200000,6800000,0,0,2,2,11,9,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,27,51,52,1232,71,79,142,6,6,48,"4,293",278,366,167,8,16,fail
10,mare,4,466,8,general,KG5,1200,12,61200000,47200000,15200000,1,1,3,2,15,11,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,55,"3,466",338,290,158,7,10,fail
11,gelding,4,469,-5,general,KG5,1200,12,22000000,20400000,12000000,0,0,3,3,17,12,53.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,39,834,45,58,188,11,14,fail
12,mare,4,469,3,general,KG5,1200,12,44800000,44800000,44800000,1,1,1,1,6,6,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,57,"7,712",722,728,239,32,24,fail
1,stallion,3,474,5,general,MG4,1200,10,8400000,8400000,8400000,0,0,0,0,3,3,53.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,43,51,51,5401,401,470,247,23,11,39,834,45,58,188,11,14,fail
2,stallion,3,512,-4,general,MG4,1200,10,0,0,0,0,0,0,0,1,1,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,53,5663,702,657,234,40,31,51,"3,285",308,345,309,39,28,pass
3,gelding,3,492,-4,general,MG4,1200,10,2400000,2400000,2400000,0,0,0,0,2,2,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,47,"1,324",172,141,262,37,40,fail
4,stallion,3,476,7,general,MG4,1200,10,0,0,0,0,0,0,0,3,3,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,50,"2,307",221,212,227,21,21,fail
5,stallion,3,494,-11,general,MG4,1200,10,36600000,36600000,36600000,1,1,0,0,3,3,56.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,33,52,52,3065,274,270,295,33,22,57,"10,586",812,932,341,22,24,pass
6,gelding,3,493,4,general,MG4,1200,10,0,0,0,0,0,0,0,3,3,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,29,52,52,1562,124,117,232,18,23,47,"1,324",172,141,262,37,40,fail
